source,contenu,source_date
"Soupçons de corruption de la part du Qatar et nécessité, plus largement, de transparence et de responsabilité au sein des institutions européennes (B9-0580/2022, RC-B9-0581/2022, B9-0581/2022, B9-0582/2022, B9-0583/2022, B9-0584/2022, B9-0585/2022, B9-0587/2022)
15-12-2022","J’ai voté en faveur de cette résolution commune. Je me réjouis que cette résolution exige la mise en place d’une commission d’enquête à l’issue des enquêtes pénales. Je m’étonne que le RN se soit absenté lors de ce vote.
Face aux soupçons d’ingérence étrangère dans le système démocratique européen, nous avons décidé de suspendre le travail sur toutes les législations impliquant le Qatar, et ce jusqu’à ce que la justice ait conclu son enquête. Afin que la représentation d’intérêts se fasse en toute transparence et légalité, le registre de transparence doit devenir obligatoire et être étendu à la fois aux représentants de pays tiers et aux anciens parlementaires. Les risques d’ingérence étrangère dans le processus démocratique européen sont dénoncés de longue date par notre groupe. Je me réjouis que des mesures aient été adoptées pour y faire face au sein même du Parlement européen. Je me suis également prononcée pour la déclaration de patrimoine des parlementaires européens. Les parlementaires devront s’engager à la plus grande transparence et la Commission européenne devra présenter au plus vite une proposition visant à interdire les dons en provenance de pays tiers aux députés et partis politiques.",15-12-2022
"Améliorer le cadre financier pluriannuel 2021-2027 (A9-0281/2022 - Jan Olbrycht, Margarida Marques)
15-12-2022","J’ai voté en faveur de ce rapport d’initiative sur l’amélioration du CFP 2021-2027. Les crises récentes ont mis en évidence les faiblesses structurelles du budget européen, et ont rendu urgente une révision du cadre financier pluriannuel. En tant que rapporteur fictive sur ce texte, j’ai souhaité rappeler que le financement des nouvelles priorités de l’Union devrait désormais se faire par des apports financiers supplémentaires, et non plus par des redéploiements en provenance d’autres programmes. Les plafonds de plusieurs postes de dépenses doivent être rehaussés, et nous avons travaillé avec ma collègue Nathalie Loiseau pour que le secteur de la défense soit concerné par ce relèvement des plafonds. Pour financer notre autonomie stratégique et réduire les dépendances de l’UE vis-à-vis de pays tiers, nous appelons enfin la Commission européenne à présenter un Fonds de souveraineté européen.
Je me réjouis que le Parlement européen ait acté la nécessité d’un budget européen plus ambitieux, plus transparent, démocratique, et au service des besoins stratégiques de l’Union. Ce sont des orientations budgétaires défendues de longue date par mon groupe Renew, et qui sont aujourd’hui majoritaires au Parlement européen.",15-12-2022
"Mobilisation du Fonds de solidarité de l’Union européenne: aide à l'Allemagne, à la Belgique, aux Pays-Bas, à l'Autriche, au Luxembourg, à l'Espagne et à la Grèce (A9-0282/2022 - Henrike Hahn)
14-12-2022","J’ai voté pour la mobilisation du Fonds de solidarité de l’Union européenne à hauteur de 718,48 millions d’euros en faveur de plusieurs États membres touchés par des catastrophes naturelles en 2021 (inondations en Belgique, en Allemagne, au Luxembourg, en Autriche et aux Pays-Bas, éruption volcanique sur l’île de La Palma et tremblement de terre en Crète). Le FSUE a été instauré pour fournir une assistance financière aux pays européens en cas d’interventions d’urgence, en complément des dépenses engagées à l’échelon national. Il constitue un instrument de solidarité efficace en temps de crise, avec plus de 5 milliards d’euros débloqués depuis sa création.",14-12-2022
"Directives concernant les énergies renouvelables, la performance énergétique des bâtiments et l'efficacité énergétique: amendements (REPowerEU) (A9-0283/2022 - Markus Pieper)
14-12-2022","J’ai voté en faveur de ce rapport sur la révision de plusieurs directives relatives à la production d’énergies renouvelables, la performance énergétique des bâtiments et l’efficacité énergétique, afin d’y intégrer les priorités du plan REPowerEU. La Commission européenne a adopté le 18 mai 2022 un plan de sortie rapide des énergies fossiles russes, basé sur la diversification des approvisionnements, le déploiement accéléré des énergies renouvelables et les économies d’énergie.
Ce rapport vise à traduire ces grandes orientations énergétiques dans la législation européenne. Nous avons acté d’importantes avancées en matière d’accélération du déploiement des énergies renouvelables : les procédures d’autorisation sont simplifiées, des « zones d’accélération » terrestres et maritimes doivent être désignées par les États membres, et les projets d’énergies renouvelables sont désormais considérés comme d’intérêt public supérieur. Ces évolutions, cohérentes avec les priorités politiques du groupe Renew, permettront de garantir l’autonomie énergétique de l’Union européenne tout en poursuivant notre stratégie de décarbonation.",14-12-2022
"Instrument de soutien à l’Ukraine pour 2023 (assistance macrofinancière +) (C9-0373/2022)
24-11-2022","J’ai voté en faveur de ce rapport sur la création d’un nouvel instrument d’assistance macro-financière à l’Ukraine. Depuis le début de l’invasion russe, l’Union européenne a apporté un soutien résolu à l’Ukraine, avec près de 6.7 milliards d’euros d’assistance macro-financière débloqués pour le pays. Pour l’année à venir, le gouvernement ukrainien aura besoin d’un soutien financier renforcé et durable. C’est dans cette perspective que je soutiens l’introduction d’un nouvel instrument d’assistance macro-financière sur toute l’année 2023, mettant à disposition de l’Ukraine 18 milliards d’euros sous forme de prêts décaissés par tranches mensuelles de 1,5 milliards d’euros. Cette aide permettra de répondre aux besoins de financement du gouvernement ukrainien, et d’ancrer sur le long terme le soutien de l’Union européenne à une démocratie en guerre.",24-11-2022
"Établissement du programme d’action à l’horizon 2030 pour la décennie numérique (A9-0159/2022 - Martina Dlabajová)
24-11-2022","J’ai voté en faveur de cet accord de trilogue établissant un cadre de gouvernance européenne pour le numérique jusqu’en 2030. Ce programme encadrera les efforts de l’UE visant le leadership numérique et promouvant un numérique conforme aux valeurs de l’Union, au service des citoyens et des entreprises. Ce programme identifie quatre domaines d’action prioritaires que sont les compétences numériques, les infrastructures numériques, la numérisation des entreprises et des services publics. C’est une victoire pour le groupe Renew Europe, qui s’est fortement mobilisé pour que l’égalité femmes/hommes dans le secteur du numérique figure parmi les priorités de l’Union, tout comme le soutien à la numérisation des PME. Enfin, il a été essentiel dans ce débat de rappeler nos travaux pour répartir de façon juste les investissements entre acteurs numériques (fair share).",24-11-2022
"Aboutissement de la modernisation du traité sur la Charte de l'énergie (RC-B9-0498/2022, B9-0498/2022, B9-0502/2022, B9-0510/2022, B9-0513/2022, B9-0536/2022)
24-11-2022","J’ai voté en faveur de cette résolution soutenant une sortie coordonnée des États membres de l’UE du Traité sur la charte de l’énergie (TCE). Cet accord international, conclu dans les années 1990, prévoit des voies de recours juridiques aux investisseurs de projets énergétiques (y compris fossiles), aujourd’hui incompatibles avec les objectifs de réduction des émissions de gaz à effet de serre de l’Union européenne, et qui pourraient freiner la stratégie européenne de décarbonation de notre mix énergétique. Cette résolution fait écho à la décision de plusieurs États (dont la France) de quitter le traité sur la charte de l’énergie. Elle devra orienter la décision prochaine du Conseil, qui doit se prononcer sur la modernisation du traité.",24-11-2022
"Évaluation du respect par la Hongrie des conditions relatives à l'état de droit prévues par le règlement relatif à la conditionnalité et état d'avancement du PRR hongrois (B9-0511/2022)
24-11-2022","J’ai voté en faveur de cette résolution rappelant les exigences du Parlement européen dans le contexte des négociations entre la Commission et le gouvernement hongrois relatives à l’activation du mécanisme de conditionnalité face aux violations avérées de l’État de droit par la Hongrie ainsi qu’au gel du versement des fonds du plan de relance hongrois. Depuis l’activation du mécanisme de conditionnalité par la Commission (proposant de suspendre 7,5mds € de fonds de cohésion destinés à la Hongrie, soit 33% de la totalité des fonds de cohésion du pays sur 2021-2027), la Hongrie s’est engagée à mettre en œuvre un plan de 17 réformes, aujourd’hui en cours d’adoption. Si je me satisfais de ces récentes avancées, celles-ci ne garantissent en rien un rétablissement effectif et durable de l’État de droit en Hongrie. Notre délégation est inflexible : pas un euro du budget européen ne devra aller au gouvernement hongrois tant que l'état de droit ne sera pas effectivement rétabli, et la corruption définitivement éradiquée.",24-11-2022
"Situation des droits de l'homme dans le contexte de la Coupe du monde de la FIFA au Qatar (B9-0539/2022, B9-0541/2022, B9-0542/2022, B9-0543/2022, B9-0537/2022, RC-B9-0538/2022, B9-0538/2022)
24-11-2022","J’ai voté pour cette résolution, initiée par notre groupe politique, dénonçant les multiples violations des droits fondamentaux constatées à l’occasion de la Coupe du Monde de football au Qatar. Une Coupe du Monde est un moment de liberté et de partage, dont chacun doit pouvoir profiter, indépendamment de sa culture, de son orientation sexuelle ou de son identité de genre. Nous appelons le Qatar à adopter des réformes essentielles au respect des droits fondamentaux, et notamment la décriminalisation des relations homosexuelles, la défense de l’égalité femmes/hommes, l’abolition de la peine de mort ainsi que la mise en œuvre effective de l’interdiction de la torture et des mauvais traitements. L’UEFA et la FIFA ne sont pas exemptes de critiques et doivent également engager de profondes réformes internes, garantissant entre autres à la transparence du processus de sélection du pays hôte pour les prochaines Coupes du Monde, et le respect des droits humains et de l’environnement partout où cet évènement aura lieu.",24-11-2022
"Projet de budget rectificatif n°5 au budget général 2022: Mesures supplémentaires destinées à faire face aux conséquences de la guerre menée en Ukraine par la Russie - Renforcement du mécanisme de protection civile de l'Union - Réduction des crédits de paiement et actualisation des recettes - Autres ajustements et mises à jour techniques (A9-0280/2022 - Karlo Ressler, Damian Boeselager)
23-11-2022","J’ai voté en faveur de ce projet de budget rectificatif n°5 du budget général de l’Union pour 2022. Cette révision du budget 2022 permettra d’actualiser les niveaux de recettes et de dépenses de l’Union, et de prendre en compte les mesures additionnelles adoptées en raison de la guerre en Ukraine et de ses conséquences économiques et sécuritaires. Les crédits alloués au Mécanisme européen de protection civile seront ainsi augmentés de 138,6 millions d’euros, afin de poursuivre l’acheminement de l’aide à l’Ukraine, et ceux de l’administration publique européenne augmentés de 160 millions d’euros pour financer les coûts supplémentaires induits par l’inflation. Au final, ce budget rectificatif acte une augmentation des crédits d’engagement de 447,5 millions d’euros et des crédits de paiement de 741 millions d’euros.",23-11-2022
"Procédure budgétaire 2023: projet commun (A9-0278/2022 - Nicolae Ştefănuță, Niclas Herbst)
23-11-2022","J’ai voté en faveur de ce budget de l’Union européenne pour l’année 2023. D’un montant de 186,6 milliards d’euros, ce budget permettra à l’Union de protéger ses citoyens en des temps de crise, tout en maintenant nos programmes européens et en pérennisant le soutien à une Ukraine en guerre. 280 millions d’euros supplémentaires seront alloués au voisinage de l’UE (oriental notamment), 43,5 millions d’euros siupplémentaires au programme CEF Energy, tandis que le budget du Fonds « Asile, migration et intégration » sera augmenté de 36,5 millions d’euros et celui pour la Mobilité militaire de 58,5 millions d’euros. C’est une victoire pour le Parlement européen (avec un budget en hausse de 2,65 milliards d’euros par rapport à la proposition du Conseil), et une grande première pour notre Renew Europe et son rapporteur.",23-11-2022
"Systèmes des ressources propres de l'Union (A9-0266/2022 - Valérie Hayer, José Manuel Fernandes)
23-11-2022","J'ai adopté comme une très forte majorité du Parlement ce rapport sur les ressources propres dont j’avais la responsabilité. La Parlement européen réaffirme la nécessité d’adopter rapidement de nouvelles ressources propres, qui seront nécessaires au remboursement du plan de relance NextGenerationEU. Pour rappel, la Commission, le Conseil et Parlement européen se sont accordés en 2020 sur l’introduction de trois nouvelles ressources propres : le mécanisme d’ajustement carbone aux frontière, le marché carbone européen et l’accord OCDE/G20 sur l’imposition minimale des multinationales (cette dernière ressource se substituant à la taxe sur les géants du numérique). Le vote du Parlement européen est sans appel: les ressources propres seront essentielles à la stabilité de l’architecture budgétaire européenne.",23-11-2022
"Reconnaissance de la Fédération de Russie en tant qu'État soutenant le terrorisme (RC-B9-0482/2022, B9-0482/2022, B9-0483/2022, B9-0485/2022, B9-0486/2022, B9-0487/2022)
23-11-2022","J’ai voté en faveur de cette résolution visant à reconnaître la Fédération de Russie comme État soutenant le terrorisme, et ayant «recours aux moyens du terrorisme». Depuis le début de l’invasion russe de l’Ukraine, la Fédération de Russie a agi en violation du droit de la guerre et du droit humanitaire, ciblant populations et infrastructures civiles dans un objectif de terreur. Pour le moment, aucun cadre juridique ne permet de désigner un État comme commanditaire d’actes terroristes. Avec cette résolution, le Parlement européen se prononce en faveur d’un cadre juridique adéquat, qui permettrait l’adoption de sanctions plus fortes et donnerait une base légale aux demandes de réparation visant l’État russe. En parallèle, le Parlement européen demande à ce que le groupe Wagner, bras armé de la politique de terreur de la Russie à l’étranger, soit inclus dans la liste des personnes, groupes et entités impliqués dans des actes terroristes.",23-11-2022
"Stratégie d'emprunt destinée à financer Next Generation EU (A9-0250/2022 - José Manuel Fernandes, Valérie Hayer)
22-11-2022","J'ai porté et adopté ce rapport co-rédigé avec mon collègue José-Manuel Fernandes, évaluant la stratégie de financement du plan de relance NextGenerationEU. Si ce grand emprunt de 750 milliards d’euros est indéniablement positif pour les citoyens européens, ses bénéfices resteront limités par le caractère temporaire de l’emprunt, et sa réussite dépendante de l’adoption de nouvelles ressources propres, indispensable pour honorer nos engagements financiers. Grâce à ce vote, le Parlement européen invite la Commission et les États membres à envisager de nouveaux emprunts en commun, et suggère notamment de permettre aux citoyens européens d’acheter directement de la dette européenne afin de les impliquer dans la stratégie d’emprunt de l’Union et de renforcer le sentiment d'appartenance à l'Europe. Le Parlement européen se rallie aux priorités portées par notre délégation et notre groupe !",22-11-2022
"Non-reconnaissance des documents de voyage russes délivrés dans les régions étrangères occupées (C9-0302/2022 - Juan Fernando López Aguilar)
20-10-2022",J’ai voté en faveur de ce texte afin de ne pas reconnaître les documents de voyage délivrés par les autorités russes dans les territoires occupés illégalement en Géorgie et en Ukraine. Le Parlement européen rappelle l’illégalité de ces démarches d’agression et souligne que les actes délivrés par une administration d’occupation ne peuvent se voir reconnaître une quelconque valeur juridique. La Commission européenne devra désormais établir avec les États membres une liste des titres de voyages concernés par cette décision.,20-10-2022
"L’état de droit à Malte, cinq ans après l’assassinat de Daphne Caruana Galizia (B9-0470/2022, B9-0471/2022)
20-10-2022","J’ai soutenu cette résolution sur la protection des journalistes et la lutte contre la corruption à Malte, cinq ans après l’assassinat de la journaliste Daphne Caruana Galizia. La résolution prend acte des réformes engagées par les autorités maltaises pour la protection des journalistes, l’indépendance de l’appareil judiciaire et la lutte contre la corruption, mais souligne que le rythme de mise en œuvre des réformes n’est pas satisfaisant, et que beaucoup reste encore à faire pour garantir l’état de droit dans ce domaine.",20-10-2022
"Multiplication des crimes inspirés par la haine contre des personnes LGBTIQ à travers l'Europe compte tenu du récent meurtre homophobe en Slovaquie (B9-0476/2022, B9-0477/2022)
20-10-2022","Je me suis prononcée en faveur de cette résolution dénonçant l’assassinat de Matúš Horváth et Juraj Vankulič devant un bar gay de Bratislava, le 12 octobre dernier. J’ai souhaité rappeler par mon vote que cet acte de terreur contre la communauté LGBTQI+ est intimement lié à l’idéologie d’extrême-droite et qu’il est impératif, en Slovaquie comme ailleurs en Europe, de rejeter les discours agressifs et homophobes. Avec cette résolution, nous proposons d’inscrire les discours et crimes de haine à la liste des crimes recensés par l’UE, et de financer la lutte contre l’intolérance partout où elle se manifesterait.",20-10-2022
"Solidarité culturelle avec l’Ukraine et mécanisme conjoint de réaction d’urgence pour la relance culturelle en Europe (B9-0473/2022)
20-10-2022","Cette résolution du Parlement européen rappelle la solidarité de l’Union avec l’Ukraine, dont le patrimoine est mis en péril par l’agression militaire russe. Avec mes collègues de la délégation L’Europe Ensemble, j’ai voulu réaffirmer par mon vote la nécessité de soutenir l’écosystème culturel et créatif de l’Ukraine, et notamment l’identification des destructions provoquées par la guerre, la préservation et la reconstruction du patrimoine culturel ukrainien. Cohérent avec une précédente résolution adoptée en 2020, ce texte propose également d’étudier la mise en place d’un mécanisme conjoint d’intervention d’urgence pour la récupération culturelle en Europe.",20-10-2022
"Budget général de l’Union européenne pour l’exercice 2023 – toutes sections (A9-0241/2022 - Nicolae Ştefănuță, Niclas Herbst)
19-10-2022","J’ai voté en faveur de cette position du Parlement européen pour la définition du budget de l’Union européenne pour l’année 2023. C’est un budget à la fois ambitieux et réaliste que le Parlement européen a souhaité porter, en y ajoutant 1,7 milliard d’euros supplémentaire par rapport à la proposition initiale de la Commission européenne. C’est un projet de budget 2023 fort et affirmé sur des priorités telles que le financement d’Erasmus (+ 190 millions d’euros), le mécanisme de protection civile (+ 20 millions d’euros), le Fonds pour l’Asile et les Migrations (+ 100 millions d’euros) ou encore l’aide humanitaire, en particulier dans le contexte de la guerre en Ukraine (+ 250 millions d’euros).",19-10-2022
"Carburants maritimes durables (initiative FuelEU Maritime) (A9-0233/2022 - Jörgen Warborn)
19-10-2022","J'ai soutenu ce rapport sur les carburants maritimes durables car il est urgent d’accélérer la décarbonation du transport maritime. À cette fin, le Parlement européen propose de déterminer une trajectoire contraignante de réduction des émissions de gaz à effet de serre des navires (jusqu’à -80% d’émissions en 2050). En parallèle, les compagnies maritimes seront responsables de la mise en œuvre d’un plan de surveillance de chacun de leurs navires, au risque de sanctions pécuniaires pour chaque escale non conforme. Les amendes imposées aux compagnies maritimes seront affectées au Fonds Océan, qui financera le développement de technologies décarbonées pour le transport maritime.",19-10-2022
"Déploiement d’une infrastructure pour carburants alternatifs (A9-0234/2022 - Ismail Ertug)
19-10-2022","J’ai voté pour ce rapport sur le déploiement d’infrastructures pour les carburants alternatifs, en cohérence avec les précédentes prises de position du Parlement européen sur la décarbonation des transports, en particulier la fin programmée de la vente de véhicules thermiques neufs dans l’UE. Cette législation est une pièce cardinale du Pacte Vert pour l’Europe, car la substitution de nouveaux modes de propulsion des véhicules aux énergies fossiles ne peut se faire sans le déploiement d’un vaste réseau d’infrastructures de recharge et ravitaillement. Ce rapport détermine des obligations minimales de déploiement d’infrastructures de recharge pour le transport maritime, aérien et routier. Il permettra de garantir la facilité d’utilisation de transports décarbonés.",19-10-2022
"Allègement temporaire des règles d’utilisation des créneaux horaires dans les aéroports de l'Union (C9-0225/2022 - Dominique Riquet) (vote)
06-10-2022","J'ai voté en faveur de cette mesure d'urgence destinée à retrouver une attribution normale des créneaux aéroportuaires aux compagnies aériennes, sur le principe du «use it or lose it». L'objectif est d'attendre des compagnies qu'elles utilisent les créneaux alloués au moins 75 % du temps pour les conserver la saison suivante. Elle prévoit également une clause de force majeure afin d'éviter les difficultés connues pendant la crise sanitaire et le syndrome des avions volant à vide pour des raisons impérieuses.",06-10-2022
"Mort de Mahsa Amini et répression des manifestants pour les droits des femmes en Iran (B9-0425/2022, RC-B9-0434/2022, B9-0434/2022, B9-0435/2022, B9-0436/2022, B9-0439/2022, B9-0442/2022, B9-0455/2022)
06-10-2022","Par cette résolution, le Parlement souhaite exprimé sa solidarité avec la mobilisation des femmes et hommes en Iran qui expriment depuis plusieurs semaines leur désir de liberté face au régime des mollahs en Iran. Dans ce texte, nous exigeons une enquête rapide, indépendante et impartiale sur la mort de Mahsa Amini ainsi que les allégations de torture, mais nous condamnons aussi vivement les atteintes violentes à la dignité humaine des femmes iraniennes. Cette résolution est un message fort de solidarité et de soutien à ces manifestantes courageuses et déterminées.",06-10-2022
"Escalade de la Russie dans sa guerre d'agression contre l'Ukraine (RC-B9-0430/2022/REV, B9-0430/2022, B9-0432/2022, B9-0433/2022, B9-0438/2022, B9-0446/2022) (vote)
06-10-2022","J'ai voté en faveur de cette résolution qui vient en soutien au huitième paquet de sanctions contre la Russie, dans le cadre de sa violente guerre d'agression envers l'Ukraine. La résolution appelle les Etats membres à adopter une position commune à l'égard des déserteurs russes, condamne les simulacres de référendums organisés fin septembre et souligne le soutien du Parlement européen au peuple ukrainien. Enfin, elle appelle à une enquête approfondie sur les causes du sabotage des gazoducs Nordstream 1 et 2 en mer Baltique, et demande une protection solide des infrastructures européennes critiques.",06-10-2022
"Réaction de l'Union à la hausse des prix de l'énergie en Europe (RC-B9-0416/2022, B9-0416/2022, B9-0417/2022, B9-0418/2022, B9-0419/2022, B9-0420/2022, B9-0421/2022, B9-0422/2022)
05-10-2022","Suite aux annonces faites par la Commission européenne pour répondre à la crise énergétique actuelle, j'ai voté cette résolution du Parlement. Grâce à la moblisation du groupe Renew Europe, le Parlement appelle à des mesures ambitieuses pour protéger les citoyens de cette crise : instaurer un bouclier énergétique européen, adopter des objectifs obligatoires de réduction de la consommation énergétique européenne, mais aussi des mesures sociales ambitieuses pour venir en appui aux ménages les plus fragiles.",05-10-2022
"Menaces transfrontières graves pour la santé (A9-0247/2021 - Véronique Trillet-Lenoir)
04-10-2022","J'ai voté en faveur de l'accord conclu en trilogue sur ce règlement. Co-négocié par ma collègue Véronique Trillet-Lenoir, cet accord vise à définir des mesures européennes communes en cas de menaces transfrontalières sanitaires, que ce soit les maladies infectieuses mais aussi d'autres menaces (chimiques, alimentaires, environnementales...). Véritable avancée vers une Europe de la santé, ce texte permet également de pouvoir déclarer une urgence de santé publique à l'échelle européenne, de renforcer la planification et la mise en cohérence des actions européennes ou encore de préciser les règles sur les achats conjoints de médicaments et de matériel médical.",04-10-2022
"Impact des nouvelles technologies sur la fiscalité: crypto-technologies et technologies de chaînes de blocs (A9-0204/2022 - Lídia Pereira)
04-10-2022","J'ai voté en faveur de ce rapport d'initiative. En effet, il apparait essentiel de connaître et de maîtriser les défis majeurs liés au développement des crypto-monnaies au niveau fiscal, à la fois pour leur potentiel dans la lutte contre le blanchiment d'argent et pour la question de la taxation de ces crypto-actifs. Ce rapport pose l'enjeu d'une définition commune des crypto-actifs entre Etats.",04-10-2022
"Directive sur les équipements radioélectriques: chargeur universel pour les appareils électroniques (A9-0129/2022 - Alex Agius Saliba)
04-10-2022","L'accord conclu, que j'ai soutenu en plénière, marque une étape pour les utilisateurs européens. Il rend en effet obligatoire, d'ici l'automne 2024, un chargeur universel de type USB-C pour certains appareils électroniques. Le but est triple: rendre les produits plus durables, réduire les déchets électroniques et le gaspillage, et simplifier la vie des consommateurs européens.",04-10-2022
"Assistance macrofinancière à l'Ukraine (C9-0303/2022)
15-09-2022","J’ai voté en faveur de ce texte qui vise à permettre un prêt macro-financier de 5 milliards d’euros à l’Ukraine. Ce prêt, qui est la seconde tranche d’un paquet de soutien d’un montant de 9 milliards d’euros, est destiné à financer ses besoins urgents dans le cadre de la guerre d’invasion menée par la Russie et dans un contexte où les dégâts de cette guerre sont particulièrement importants pour les infrastructures stratégiques du pays (routes, hôpitaux, ponts...), pour l’économie du pays (usines...) comme pour les citoyens ukrainiens dont les logements sont touchés.",15-09-2022
"Existence d’un risque clair de violation grave par la Hongrie des valeurs sur lesquelles l’Union est fondée (A9-0217/2022 - Gwendoline Delbos-Corfield)
15-09-2022","J’ai voté en faveur de ce rapport dont l’objectif est d’appeler le Conseil et la Commission européenne à s’engager fermement en faveur de la protection de l’état de droit et des valeurs européennes. En effet, la procédure dite «article 7» est bloquée au Conseil de l’Union européenne depuis plusieurs années et il est temps que cela cesse. Le règlement sur la conditionnalité des fonds européens, la procédure d’infraction et le recours à la Cour de justice de l’UE sont par ailleurs autant d’outils supplémentaires pour protéger l’état de droit dans l’Union européenne qu’il convient d’user dès que cela est nécessaire. En Hongrie, de nombreuses infractions graves en lien avec le système constitutionnel et électoral ont lieu, l’indépendance de la justice et des juges est remise en cause, et l’enjeu de la corruption est un point brûlant du fonctionnement de la Hongrie actuelle, ayant mené à l’enclenchement inédit de la procédure de conditionnalité.",15-09-2022
"Statut et financement des partis politiques européens et des fondations politiques européennes (A9-0223/2022 - Rainer Wieland, Charles Goerens)
15-09-2022","J’ai voté en faveur de ce rapport car la réforme du règlement relatif au statut et au financement des partis et fondations politiques européens est essentielle au plan d’action pour la démocratie européenne. Il ne peut en effet pas y avoir d’européanisation du débat public, pourtant cruciale dans un contexte où les enjeux politiques débattus dans les États membres sont de plus en plus liés entre eux, sans capacité de mobilisation des partis politiques. Par ailleurs, ce texte renforce la transparence financière des partis et fondations politiques et le contrôle de leurs financements.",15-09-2022
"Efficacité énergétique (refonte) (A9-0221/2022 - Niels Fuglsang)
14-09-2022","J’ai voté en faveur car il s’agit d’une directive essentielle, destinée à atteindre la neutralité climatique d’ici à 2050, rendant l’Europe leader mondiale dans ce domaine. L’objectif de cette directive est de diminuer la consommation globale d’énergie, mais aussi de diminuer les émissions de CO2 et de lutter contre la pauvreté énergétique. L’objectif de réduction de la consommation d’énergie est un objectif contraignant au niveau de l’UE. Le secteur public aurait aussi à rénover tous les ans une partie de ses bâtiments ainsi que sa consommation d’énergie. Enfin, un autre volet de cette révision vise à garantir les droits des consommateurs grâce à l’introduction de droits contractuels de base. Les clients vulnérables et les clients subissant une pauvreté énergétique seront la cible de mesures d’efficacité énergétique spécifiques de la part des États membres.",14-09-2022
"Salaires minimaux adéquats dans l’Union européenne (A9-0325/2021 - Dennis Radtke, Agnes Jongerius)
14-09-2022","J’ai voté en faveur, car il s’agit d’une priorité politique dans notre délégation depuis le début du mandat. Il s’agit en effet d’une directive qui garantit aux travailleurs un niveau de salaire minimal adapté à chaque État membre, améliore l’accès des travailleurs à cette protection et renforce le rôle des négociations collectives à cette fin. Il s’agit également d’une avancée liée à la lutte contre les inégalités entre les femmes et les hommes, dans le cadre d’une situation où près de 60 % des travailleurs rémunérés au salaire minimum en Europe sont des femmes.",14-09-2022
"Directive sur les énergies renouvelables (A9-0208/2022 - Markus Pieper)
14-09-2022","J’ai voté en faveur de cette révision de la directive sur les énergies renouvelables. En effet, l’objectif de développer et de favoriser ce type de sources d’énergie est crucial à l’heure où nous constatons de nombreuses dépendances, notamment énergétiques, auprès d’acteurs géopolitiques dont les intérêts divergent déjà ou pourrait diverger des nôtres. Notre délégation a soutenu la révision de l’objectif de part des énergies renouvelables en la faisant monter à 45% et non à 40%. La révision intègre des objectifs sectoriels actualisés, des mécanismes de soutien et d’incitation, des systèmes de certification ou encore des mesures destinées à la formation des travailleurs du secteur.",14-09-2022
"Projet de budget rectificatif nº 2/2022: budgétisation de l'excédent de l'exercice 2021 (A9-0226/2022 - Karlo Ressler)
13-09-2022","J’ai voté en faveur de ce projet de budget rectificatif. L’excédent budgétaire dégagé au cours de l’année 2021 (d’un montant de 3 227 058 807 €) sera inscrit au titre des recettes du budget pour l’année 2022 et permettra de diminuer d’autant la contribution des États membres au budget de l’Union.
Ce rapport rappelle toutefois que les excédents budgétaires devraient rester dans le budget européen, afin de favoriser une plus grande flexibilité du budget européen et permettre de déployer davantage de ressources financières.",13-09-2022
"Rapport intérimaire sur la proposition de 2021 de révision du cadre financier pluriannuel (A9-0227/2022 - Jan Olbrycht, Margarida Marques)
13-09-2022","J’ai voté en faveur de ce rapport intérimaire sur la proposition de révision du cadre financier pluriannuel 2021-2027. Il vise à relever les plafonds du CFP pour intégrer pleinement au budget européen le nouveau Fond Social pour le Climat, adopté avec le soutien du groupe Renew Europe en juin 2022. Ce rapport prône également un ajustement automatique des plafonds du CFP selon les recettes générées par les nouvelles ressources propres de l’Union. Ces recettes permettront de rembourser les emprunts contractés par l’UE pour financer le plan de relance NextGenerationEU. J’appelle les Etats membres à ouvrir cette révision au plus vite.",13-09-2022
"Règlement sur la déforestation (A9-0219/2022 - Christophe Hansen)
13-09-2022","J’ai voté en faveur de ce rapport pour l’adoption d’un règlement sur la déforestation, qui permettra de mettre un terme à la déforestation importée dans l’UE. Pour une série de produits à haut risque d’être issus de la déforestation (bois, soja, huile de palme, café, cacao, bœuf, caoutchouc, etc.), l’entrée dans le marché commun sera conditionnée à la réalisation de démarches de devoir de vigilance. Ce processus permettra de garantir que les produits mis en vente sur le marché européen ne seront pas issus de pratiques forestières agressives. Je me réjouis que ce qui était une priorité de la présidence française ait pu aboutir à l’adoption d’une législation ambitieuse au Parlement européen.",13-09-2022
"Activités financières de la Banque européenne d'investissement - rapport annuel 2021 (A9-0165/2022 - David Cormand)
07-07-2022","J’ai voté en faveur de ce rapport annuel des activités de la Banque européenne d’investissement. Ce rapport présente l’évaluation et les recommandations du Parlement concernant les futurs investissements de la BEI. Le rapport demande notamment de cesser les investissements jugés incompatibles avec les objectifs du Green deal et de se concentrer sur les investissements dans des projets qui augmentent la sécurité de l'approvisionnement énergétique en diversifiant les sources et les fournisseurs d'énergie. Enfin, il est demandé de veiller à ce que les investissements de la BEI dans les logements sociaux et abordables contribuent également à améliorer l'efficacité énergétique.",07-07-2022
